CARID,Name,Predicted Spill Frequency / Year,Predicted Spill Volume / Year (m3),Storm Overflow Classification,Receiving Waterbody ID,Receiving Waterbody Name,X,Y,XY Coordinates,Coordinate Description,Monitored,2023 Spill Count,2023 Spill Duration (hrs),2024 Spill count,2024 Spill duration (hrs),2024 Percent Availability,Commentary
CO000984216,Johnston Park One CSO,44,3119,Unsatisfactory,UKGBNI1NW010102006,Drumragh River,245205,372442,245205 372442,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,62,174,99.977,
CO002852784,Newell Road CSO,28,2848,Unsatisfactory,UKGBNI1NB030307025,River Rhone (Moygashel),279036,363006,279036 363006,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,31,21,99.948,
CO000984317,Abbey Park East CSO,14,2701,Unsatisfactory,UKGBNI1NE050503087,Connswater,340192,373651,340192 373651,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,75,145,99.989,
CO002987847,Shore Road Whitehouse CSO,18,2572,Unsatisfactory,GBNI8NE002,Belfast Lough,334955,380724,334955 380724,Discharge Point Coordinates,Yes,12,9,4,6,99.971,
SP002022877,Blackhill WwPS,32,2526,Unsatisfactory,UKGBNI1NB030308230,Ballinderry River (Cookstown),280434,376895,280434 376895,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,64,134,99.381,
CO000984437,Central Promenade CSO,3,2517,Satisfactory,GBNI8NE042,South Down,337523,330536,337523 330536,Discharge Point Coordinates,Yes,18,68,16,38,99.953,
SP002022813,Ballygalley Slipway WwPS,5,2502,Unsatisfactory,GBNI8NE057,Glens and Rathlin,337890,407990,337890 407990,Discharge Point Coordinates,Yes,41,242,31,161,99.966,
CO003043060,Portballintrae CSO,5,2499,Unsatisfactory,UKGBNI6NE010,North Coast,292194,442380,292194 442380,Discharge Point Coordinates,Yes,6,29,7,33,100,
SP002022949,Crescent Portstewart WwPS,10,2456,Unsatisfactory,UKGBNI6NB010,Portstewart Bay,281399,438063,281399 438063,Discharge Point Coordinates,Yes,10,13,2,0,100,
SP002021917,Bleach Green WwPS,80,2280,Unsatisfactory,UKGBNI1NW020208259,Faughan River (Carnmoney),247412,413570,247412 413570,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,49,396,99.899,
CO000984303,Marine Parade Holywood CSO,12,2156,Unsatisfactory,UKGBNI6NE090,Belfast Lough Inner,339626,379430,339626 379430,Discharge Point Coordinates,Yes,2,2,2,1,99.969,
SP002022783,Greenisland Two WwPS,9,2106,Unsatisfactory,UKGBNI6NE090,Belfast Lough Inner,337746,384529,337746 384529,Discharge Point Coordinates,Yes,27,41,22,27,99.987,
CO000984295,Cultra Avenue CSO,8,2041,Unsatisfactory,GBNI8NE024,Belfast Lough,340963,380569,340963 380569,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,60,207,99.985,
CO003186803,Gortfin Street Beechmount CSO,5,2021,Unsatisfactory,UKGBNI1NE050505126,Blackstaff (Belfast) River,331810,373809,331810 373809,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,10,3,99.987,
SP002022959,Portrush Harbour WwPS,7,1959,Unsatisfactory,GBNI8NE013,Bush,285406,440881,285406 440881,Discharge Point Coordinates,Yes,5,4,3,3,99.903,
CO000984644,Woodburn Road Killaloe CSO,23,1941,Unsatisfactory,Undefined,Undefined,340383,387843,340383 387843,Coordinates of Asset (Discharge Point Unavailable),Yes,10,26,15,20,99.921,
CO004279510,Millvale Bessbrook CSO,15,1903,Unsatisfactory,UKGBNI1NB060608240,Bessbrook (Newry) River,306402,328252,306402 328252,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,11,50,99.962,
SP002022485,Raholp Loughmoney WwPS,37,1872,Unsatisfactory,GBNI8NE032,Strangford,353477,347482,353477 347482,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,9,99,99.699,
SP002022805,Newpark Shore WwPS,26,1796,Unsatisfactory,GBNI8NE003,Larne Lough,342881,398740,342881 398740,Discharge Point Coordinates,Yes,102,423,68,196,100,
CO000984441,Tullybrannigan Road CSO,9,1770,Unsatisfactory,GBNI8NE042,South Down,337427,330536,337427 330536,Discharge Point Coordinates,Yes,146,1532,25,49,99.955,
CO002987820,Moss Road Millisle CSO,7,1500,Satisfactory,UKGBNI1NE050504021,Mill Burn (Ards),359665,376237,359665 376237,Discharge Point Coordinates,Yes,9,14,4,4,99.952,
SP002770958,Raholp WwPS,17,1420,Unsatisfactory,GBNI8NE032,Strangford,353470,347535,353470 347535,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,15,38,99.802,
SP002022777,Greenisland Three WwPS,7,1381,Unsatisfactory,Undefined,Undefined,338651,385368,338651 385368,Coordinates of Asset (Discharge Point Unavailable),Yes,36,230,22,81,99.973,
CO000984568,Main Street Swimming Pool CSO,104,1266,Unsatisfactory,GBNI8NW055,Roe,276889,436316,276889 436316,Discharge Point Coordinates,Yes,37,19,18,7,99.966,
SP002022525,Mourneview Newcastle WwPS,6,1213,Unsatisfactory,UKGBNI1NE050505113,Carrigs River,338903,333582,338903 333582,Discharge Point Coordinates,Yes,24,60,11,43,99.869,
CO002943343,Joymount Carrickfergus Antrim CSO,2,966,Unsatisfactory,Undefined,Undefined,341639,387660,341639 387660,Coordinates of Asset (Discharge Point Unavailable),Yes,19,38,7,9,99.973,
CO000984643,Marine Highway CSO,3,958,Unsatisfactory,GBNI8NE005,Belfast Lough,340728,386826,340728 386826,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,21,37,99.168,
CO003445232,Strand Road Two Coleraine CSO,12,878,Unsatisfactory,GBNI8NB014,Lower Bann,284725,431766,284725 431766,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,10,12,99.983,
CO000984299,Brook Street Holywood CSO,4,870,Unsatisfactory,GBNI8NE024,Belfast Lough,340106,379154,340106 379154,Discharge Point Coordinates,Yes,148,1193,135,349,99.95,
CO000984792,Dhu Varren CSO,2,868,Unsatisfactory,UKGBNI6NB010,Portstewart Bay,285178,439925,285178 439925,Discharge Point Coordinates,Yes,24,81,13,30,99.992,
SP002022774,Inisharoan WwPS,3,771,Unsatisfactory,UKGBNI6NE170,Strangford Lough South,352459,361363,352459 361363,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,366,6515,98.628,
CO000984638,Market Place CSO,4,740,Unsatisfactory,GBNI8NE005,Belfast Lough,341580,387453,341580 387453,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,5,10,95.316,
CO000984673,Ballygalley Coast Road CSO,16,604,Unsatisfactory,GBNI8NE004,Glens and Rathlin,336979,408148,336979 408148,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,29,112,99.972,
CO002932802,Downhill Terrace CSO,27,586,Unsatisfactory,UKGBNI1NE050505125,Ballynahinch River,336262,352705,336262 352705,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,4,1,99.163,
CO003076991,Blackwood Crescent CSO,3,569,Unsatisfactory,UKGBNI1NE050502083,Crawfordsburn River,346379,382319,346379 382319,Discharge Point Coordinates,Yes,9,6,1,0,99.974,
SP002022265,Crawfordsburn Helens Bay WwPS,1,547,Unsatisfactory,UKGBNI1NE050502083,Crawfordsburn River,346184,381684,346184 381684,Discharge Point Coordinates,Yes,0,0,3,0,99.986,
SP002023023,Lower Lansdowne Road WwPS,2,526,Unsatisfactory,GBNI8NE013,Bush,285611,441323,285611 441323,Discharge Point Coordinates,Yes,5,4,3,0,99.993,
SP002022964,Liffock Park WwPS,12,504,Unsatisfactory,GBNI8NB014,Lower Bann,277604,435638,277604 435638,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,5,0,99.986,
CO002997934,Portstewart Road Portrush CSO,2,449,Satisfactory,GBNI8NE013,Bush,285552,439904,285552 439904,Discharge Point Coordinates,Yes,8,9,4,8,99.956,
SP002022380,Inishmore WwPS,28,413,Unsatisfactory,GBNI8NE032,Strangford,352483,352062,352483 352062,Discharge Point Coordinates,Yes,57,344,71,648,99.911,
SP002022358,Derryleckagh WwPS,42,366,Unsatisfactory,UKGBNI1NB060608227,Newry River,312012,326718,312012 326718,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,6,2,99.958,
CO003308345,New Road Harbour CSO,4,350,Unsatisfactory,GBNI8NE029,Strangford,365968,359941,365968 359941,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,18,4,99.972,
SP002022284,Kinnegar Avenue WwPS,1,335,Unsatisfactory,UKGBNI6NE090,Belfast Lough Inner,339078,379041,339078 379041,Discharge Point Coordinates,Yes,0,0,1,0,99.986,
SP002022518,Bryansford Grove WwPS,4,310,Unsatisfactory,GBNI8NE042,South Down,337298,331051,337298 331051,Discharge Point Coordinates,Yes,11,47,10,11,99.923,
SP002022523,Bryansford Meadow WwPS,9,306,Unsatisfactory,UKGBNI1NE050505123,Shimna River,337222,331193,337222 331193,Discharge Point Coordinates,Yes,5,51,1,0,99.976,
CO002966071,Hezlett Primary School CSO,8,300,Unsatisfactory,GBNI8NB014,Lower Bann,277550,434758,277550 434758,Discharge Point Coordinates,Yes,4,13,NOT REPORTED,NOT REPORTED,NOT REPORTED,EDM instrumentation and / or signal failure in period. Maintenance/ replacements scheduled.
CO000984286,Ballyrobert Road CSO,1,231,Unsatisfactory,UKGBNI1NE050502083,Crawfordsburn River,346466,381520,346466 381520,Discharge Point Coordinates,Yes,3,9,NOT REPORTED,NOT REPORTED,NOT REPORTED,EDM instrumentation and / or signal failure in period. Maintenance/ replacements scheduled.
SP002022248,Portaferry Road Newtownards 1 WwPS,1,205,Unsatisfactory,GBNI8NE034,Strangford,350066,373030,350066 373030,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,7,9,99.989,
SP002022781,Lower Woodburn WwPS,2,203,Unsatisfactory,UKGBNI6NE090,Belfast Lough Inner,340122,386741,340122 386741,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,15,38,99.99,
SP002022785,Greenisland One WwPS,3,201,Unsatisfactory,UKGBNI6NE090,Belfast Lough Inner,337130,383818,337130 383818,Discharge Point Coordinates,Yes,30,337,16,99,99.987,
SP002022916,Portballintrae Seapark WwPS,1,164,Unsatisfactory,UKGBNI6NE010,North Coast,292194,442380,292194 442380,Discharge Point Coordinates,Yes,25,197,11,6,99.952,
SP003019680,Three Mile WwPS,1,151,Satisfactory,UKGBNI1NW020208259,Faughan River (Carnmoney),246157,415078,246157 415078,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,5,13,99.99,
CO000984328,Orby Drive CSO,1,146,Unsatisfactory,Undefined,Undefined,337305,372479,337305 372479,Coordinates of Asset (Discharge Point Unavailable),Yes,NOT REPORTED,NOT REPORTED,13,9,99.985,
CO002852929,Downs Road CSO,2,134,Unsatisfactory,GBNI8NE041,South Down,337781,331175,337781 331175,Discharge Point Coordinates,Yes,6,23,2,0,99.93,
SP002022580,Warrenpoint Road Two WwPS,5,128,Unsatisfactory,GBNI8NB050,Carlingford and Newry,309702,324008,309702 324008,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,5,13,99.996,
CO002987839,Shore Road Whiteabbey CSO,1,115,Unsatisfactory,Undefined,Undefined,335651,382583,335651 382583,Coordinates of Asset (Discharge Point Unavailable),Yes,14,5,6,3,99.986,
CO002966211,Belldoo CSO,17,108,Unsatisfactory,UKGBNI1NW010102074,Mourne River,234748,396067,234748 396067,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,8,5,98.334,
CO002987846,Fernagh CSO,1,100,Satisfactory,UKGBNI1NE050501118,Three Mile Water,334937,383141,334937 383141,Discharge Point Coordinates,Yes,3,0,2,0,99.976,
SP002022928,Salmon Fishery WwPS,1,88,Unsatisfactory,GBNI8NE013,Bush,285931,440824,285931 440824,Discharge Point Coordinates,Yes,2,0,1,0,99.959,
SP002023018,Causeway Street WwPS,1,87,Satisfactory,Undefined,Undefined,286295,440174,286295 440174,Coordinates of Asset (Discharge Point Unavailable),Yes,3,3,5,0,99.862,
SP002022917,Doonans Corner WwPS,1,82,Unsatisfactory,GBNI8NE013,Bush,292619,442249,292619 442249,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,0,0,98.143,
CO002852828,Graymount Road CSO,1,60,Unsatisfactory,GBNI8NE002,Belfast Lough,334311,379555,334311 379555,Discharge Point Coordinates,Yes,7,1,3,2,98.649,
SP002022526,Newcastle Harbour WwPS,1,56,Unsatisfactory,GBNI8NE042,South Down,337837,329897,337837 329897,Discharge Point Coordinates,Yes,11,7,11,32,99.989,
SP002022357,Crown Bridge WwPS,10,43,Unsatisfactory,UKGBNI1NB060608227,Newry River,310804,327471,310804 327471,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,9,15,99.976,
SP002022816,Brustin Lee WwPS,1,33,Unsatisfactory,UKGBNI1NE040403011,Ballygalley Burn,337242,407659,337242 407659,Discharge Point Coordinates,Yes,19,2,2,0,99.894,
SP002021873,Greyabbey Road Ballywalter WwPS,1,28,Unsatisfactory,GBNI8NE029,Strangford,362517,368581,362517 368581,Discharge Point Coordinates,Yes,0,0,0,0,99.982,
SP002022784,Greenisland Four WwPS,1,25,Unsatisfactory,GBNI8NE001,Belfast Lough,338157,386666,338157 386666,Discharge Point Coordinates,Yes,5,18,8,31,99.953,
CO002853002,Knocknamoe Road CSO,1,22,Unsatisfactory,UKGBNI1NW010108257,Camowen River (Omagh),247091,373624,247091 373624,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,33,28,98.479,
SP002022308,Portaferry One WwPS,1,22,Satisfactory,GBNI8NE031,Strangford,359554,350369,359554 350369,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,0,0,99.879,
CO002989227,Shrigley Road CSO,1,18,Satisfactory,UKGBNI1NE050504009,Dibney River,351862,353641,351862 353641,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,110,80,99.972,
CO000984640,Northland CSO,1,14,Satisfactory,GBNI8NE005,Belfast Lough,340856,388635,340856 388635,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,2,0,99.989,
SP002022482,Ardglass Seaview WwPS,1,13,Unsatisfactory,GBNI8NE038,South Down,355796,338029,355796 338029,Discharge Point Coordinates,Yes,10,33,14,58,99.97,
SP002022814,Croft Manor WwPS,1,8,Unsatisfactory,UKGBNI1NE040403011,Ballygalley Burn,337271,407435,337271 407435,Discharge Point Coordinates,Yes,2,8,6,5,99.926,
CO000984118,Mark Street Milltown Park CSO,1,6,Unsatisfactory,UKGBNI1NB030307025,River Rhone (Moygashel),279893,361976,279893 361976,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,1,0,99.892,
SP002022516,Burren River Tollymore WwPS,1,6,Satisfactory,UKGBNI1NE050505111,Burren River,337396,332019,337396 332019,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,0,0,99.952,
SP002021913,Cross Drumahoe WwPS,1,4,Unsatisfactory,UKGBNI1NW020208259,Faughan River (Carnmoney),248152,412964,248152 412964,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,2,0,99.986,
CO000984374,Lowwood CSO,1,3,Unsatisfactory,GBNI8NE023,Lagan,334294,378077,334294 378077,Discharge Point Coordinates,Yes,39,73,52,38,99.857,
SP002022954,Castlerock Promenade WwPS,1,1,Unsatisfactory,GBNI8NW055,Roe,277352,436185,277352 436185,Discharge Point Coordinates,Yes,2,1,7,1,99.617,
CO000984270,Bangor Road Newtownards CSO,0,0,Unsatisfactory,UKGBNI1NE050504085,Cully's Burn,349670,374750,349670 374750,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,37,26,99.967,
CO000984565,Winston Drive Regent CSO,0,0,Satisfactory,GBNI8NE013,Bush,281631,436876,281631 436876,Discharge Point Coordinates,Yes,0,0,1,0,99.966,
SP002022975,Magheramenagh WwPS,0,0,Satisfactory,Undefined,Undefined,286047,439186,286047 439186,Coordinates of Asset (Discharge Point Unavailable),Yes,0,0,4,0,100,
CO004095972,Knock Road Ballycloghan CSO,0,0,Unsatisfactory,UKGBNI1NE050503087,Connswater,338565,373469,338565 373469,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,26,25,99.987,
CO000984434,Keel Point CSO,0,0,Unsatisfactory,GBNI8NE041,South Down,340194,335683,340194 335683,Discharge Point Coordinates,Yes,1,0,3,0,99.986,
CO000984763,West Strand Portrush CSO,0,0,Satisfactory,GBNI8NE013,Bush,285246,439884,285246 439884,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,1,0,99.969,
SP002022533,Rooney Road WwPS,0,0,Unsatisfactory,GBNI8NE045,South Down,331262,314374,331262 314374,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,7,18,99.953,
SP002022968,Riverdale Lodge WwPS,0,0,Satisfactory,UKGBNI1NE040404042,Bush River (Bushmills),293902,440992,293902 440992,Discharge Point Coordinates,Yes,21,159,22,118,100,
SP002022948,Ballywoodock WwPS,0,0,Satisfactory,GBNI8NW015,Roe,276012,434650,276012 434650,Discharge Point Coordinates,Yes,1,0,7,18,99.941,
SP002022268,Chimera Wood WwPS,0,0,Satisfactory,GBNI8NE024,Belfast Lough,346407,382797,346407 382797,Discharge Point Coordinates,Yes,4,5,4,5,99.951,
CO000984758,Whiterocks Portrush CSO,0,0,Satisfactory,GBNI8NE013,Bush,288286,440419,288286 440419,Discharge Point Coordinates,Yes,9,137,NOT REPORTED,NOT REPORTED,NOT REPORTED,EDM instrumentation and / or signal failure in period. Maintenance/ replacements scheduled.
SP002022862,Carrickfergus Rodgers Quay WwPS,0,0,Unsatisfactory,UKGBNI6NE090,Belfast Lough Inner,341174,386886,341174 386886,Discharge Point Coordinates,Yes,42,85,34,54,99.928,
CO000984756,Main Street Bushmills CSO,0,0,Satisfactory,UKGBNI1NE040404042,Bush River (Bushmills),294075,441182,294075 441182,Discharge Point Coordinates,Yes,7,4,NOT REPORTED,NOT REPORTED,NOT REPORTED,EDM instrumentation and / or signal failure in period. Maintenance/ replacements scheduled.
CO000984753,The Diamond Ballycastle CSO,0,0,Unsatisfactory,UKGBNI1NE040403033,Tow River,311486,440552,311486 440552,Discharge Point Coordinates,Yes,120,124,NOT REPORTED,NOT REPORTED,NOT REPORTED,Overflow no longer in operation
SP002823335,Coastguard Row WwPS,0,0,Unsatisfactory,GBNI8NE002,Belfast Lough,335761,382583,335761 382583,Discharge Point Coordinates,Yes,8,13,7,22,99.981,
SP002577004,The Moorings WwPS,0,0,Satisfactory,Undefined,Undefined,352516,351994,352516 351994,Coordinates of Asset (Discharge Point Unavailable),Yes,1,0,0,0,99.982,
SP002022915,Bushfoot WwPS,0,0,Unsatisfactory,UKGBNI1NE040404042,Bush River (Bushmills),293383,442319,293383 442319,Discharge Point Coordinates,Yes,82,545,73,164,99.934,
CO004070123,Ormeau Road Belfast CSO,0,0,Unsatisfactory,UKGBNI1NE050505126,Blackstaff (Belfast) River,334104,373520,334104 373520,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,1,0,99.986,
SP002022519,Castle Bridge WwPS,0,0,Satisfactory,UKGBNI1NE050505123,Shimna River,337717,331092,337717 331092,Discharge Point Coordinates,Yes,1,3,1,0,99.646,
SP002022867,Farm Lodge WwPS,0,0,Satisfactory,GBNI8NE001,Belfast Lough,336656,385591,336656 385591,Discharge Point Coordinates,Yes,0,0,5,1,99.965,
CO002974959,Belfast Road Carrickfergus CSO,0,0,Satisfactory,GBNI8NE005,Belfast Lough,340271,386906,340271 386906,Discharge Point Coordinates,Yes,2,4,NOT REPORTED,NOT REPORTED,NOT REPORTED,EDM instrumentation and / or signal failure in period. Maintenance/ replacements scheduled.
SP002896284,The Quay WwPS,0,0,Unsatisfactory,UKGBNI6NE160,Dundrum Bay Inner,340712,336397,340712 336397,Discharge Point Coordinates,Yes,0,0,2,0,99.905,
SP002021915,Faughan Crescent WwPS,0,0,Unsatisfactory,Undefined,Undefined,246489,415236,246489 415236,Coordinates of Asset (Discharge Point Unavailable),Yes,NOT REPORTED,NOT REPORTED,2,1,99.987,
SP002022528,Burrenview Court WwPS,0,0,Unsatisfactory,GBNI8NE041,South Down,337489,332283,337489 332283,Discharge Point Coordinates,Yes,4,12,14,1,99.926,
CO000984757,Coastguard Road Lissanduff CSO,0,0,Satisfactory,GBNI8NE013,Bush,292651,442271,292651 442271,Discharge Point Coordinates,Yes,1,0,0,0,99.99,
CO000984567,Promenade Castlerock CSO,0,0,Unsatisfactory,GBNI8NW055,Roe,277354,436183,277354 436183,Discharge Point Coordinates,Yes,3,24,0,0,99.968,
SP002022522,Rathcillan WwPS,0,0,Unsatisfactory,UKGBNI1NE050505123,Shimna River,336696,331751,336696 331751,Discharge Point Coordinates,Yes,1,3,3,2,100,
SP002022918,Portballintrae Caravan Park WwPS,0,0,Satisfactory,Undefined,Undefined,292455,441794,292455 441794,Coordinates of Asset (Discharge Point Unavailable),Yes,1,0,11,33,99.391,
SP002022538,Military Road WwPS,0,0,Unsatisfactory,UKGBNI6NB020,Mourne Coast,330777,313269,330777 313269,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,36,10,99.979,
CO000984648,Ards Drive Viaduct CSO,0,0,Satisfactory,UKGBNI1NE050501118,Three Mile Water,335342,383457,335342 383457,Discharge Point Coordinates,Yes,NOT REPORTED,NOT REPORTED,35,419,97.906,
SP003011560,Ashley Park 2 WwPS,,,To be Determined,UKGBNI1NE050502084,Ballyholme River,352374,381784,352374 381784,Discharge Point Coordinates,Yes,14,74,6,13,99.958,
SP002022258,Killaire WwPS,,,To be Determined,UKGBNI6NE080,Belfast Lough Outer,348004,382396,348004 382396,Discharge Point Coordinates,Yes,1,0,4,0,99.803,
