CARID,Name,Predicted Spill Frequency / Year,Predicted Spill Volume / Year (m3),Storm Overflow Classification,Receiving Waterbody ID,Receiving Waterbody Name,X,Y,XY Coordinates,Coordinate Description,Monitored,2023 Spill Count,2023 Spill Duration (hrs),2024 Spill count,2024 Spill duration (hrs),2024 Percent Availability,Commentary
CO004356790,Oakland Villas FA CSO,,,To be Determined,Undefined,Undefined,277911,377516,277911 377516,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002022305,Rubane One WwPS,,,To be Determined,UKGBNI1NE050504022,Blackstaff (Ards) River,361532,361115,361532 361115,Discharge Point Coordinates,,,,,,,
CO004357065,The Rock FFT CSO,,,To be Determined,Undefined,Undefined,275136,372045,275136 372045,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO004356894,Upper Ballinderry FA CSO,,,To be Determined,Undefined,Undefined,316106,367006,316106 367006,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002022657,Fairyhill WwPS,,,To be Determined,UKGBNI1NB030302158,River Main (Cullybackey),308238,403187,308238 403187,Discharge Point Coordinates,,,,,,,
SP002021983,Whitepark WwPS,,,To be Determined,Undefined,Undefined,236672,333143,236672 333143,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002021884,Killylane Muff WwPS,,,To be Determined,UKGBNI1NW020203030,Muff River,253250,420466,253250 420466,Discharge Point Coordinates,,,,,,,
SP002022564,St Johns Terrace Hilltown WwPS,,,To be Determined,UKGBNI1NB030308100,Upper River Bann (Ballycoshone),321068,329314,321068 329314,Discharge Point Coordinates,,,,,,,
CO000984093,Parochial House CSO,,,To be Determined,UKGBNI1NW363601056,Sillees River (Derrygonnelly),211814,352078,211814 352078,Discharge Point Coordinates,,,,,,,
CO000984596,Kate McKays Bridge CSO,,,To be Determined,UKGBNI1NB030308256,River Bann (Gilford),320921,340748,320921 340748,Discharge Point Coordinates,,,,,,,
CO002966477,Kurin Road CSO,,,To be Determined,UKGBNI1NB030301075,Agivey River (Garvagh),284059,415424,284059 415424,Discharge Point Coordinates,,,,,,,
CO004357276,Drumenny FFT CSO,,,To be Determined,Undefined,Undefined,237175,404758,237175 404758,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO004356838,Ballymagorry FA CSO,,,To be Determined,Undefined,Undefined,237017,401536,237017 401536,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO004357170,Ballymagorry FFT CSO,,,To be Determined,Undefined,Undefined,237018,401537,237018 401537,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO000984713,Cushendun Caves Outlet FA CSO,,,To be Determined,Undefined,Undefined,325193,432627,325193 432627,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO004357242,Corbet FFT CSO,,,To be Determined,Undefined,Undefined,316933,344795,316933 344795,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO004356761,Dempsey Park FA CSO,,,To be Determined,Undefined,Undefined,291486,419667,291486 419667,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002021952,Bready Church WwPS,,,To be Determined,GBNI8NW022,Burn Dennet and Foyle,237144,407604,237144 407604,Discharge Point Coordinates,,,,,,,
CO000984382,Waring Street Edward Street CSO,,,To be Determined,UKGBNI1NB030308239,Pound River,307908,358381,307908 358381,Discharge Point Coordinates,,,,,,,
CO004357145,Tamnamore FFT CSO,,,To be Determined,Undefined,Undefined,287971,361055,287971 361055,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO004357258,Church Hill FFT CSO,,,To be Determined,Undefined,Undefined,210999,356043,210999 356043,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO004356836,Annaghmore FA CSO,,,To be Determined,Undefined,Undefined,291012,357472,291012 357472,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002022058,Castle Archdale Caravan Park WwPS,,,To be Determined,UKGBNI3NW0007,Lower Lough Erne Devenish,217683,359157,217683 359157,Discharge Point Coordinates,,,,,,,
CO000984783,Rodeing Foot CSO,,,To be Determined,UKGBNI1NB030308221,Ballymoney River,295295,425800,295295 425800,Discharge Point Coordinates,,,,,,,
CO004357085,Drummullan FFT CSO,,,To be Determined,Undefined,Undefined,286662,378211,286662 378211,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO004356807,Tattysallagh FA CSO,,,To be Determined,Undefined,Undefined,238982,367832,238982 367832,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002022393,Mullavilly WwPS,,,To be Determined,Undefined,Undefined,300852,348261,300852 348261,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002022486,Downpatrick Road WwPS,,,To be Determined,GBNI8NE039,South Down,353428,337051,353428 337051,Discharge Point Coordinates,,,,,,,
SP002023007,Tirgarvil Road WwPS,,,To be Determined,UKGBNI1NB030301069,Knockoneill River,287651,404417,287651 404417,Discharge Point Coordinates,,,,,,,
SP002022876,Springvale WwPS,,,To be Determined,UKGBNI1NB030304134,Ballymully River (Ballygonny),285586,383089,285586 383089,Discharge Point Coordinates,,,,,,,
CO004356809,Waringsford FA CSO,,,To be Determined,Undefined,Undefined,322864,349050,322864 349050,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP004414618,Foxleigh Wood WwPS,,,To be Determined,UKGBNI1NB030308243,Lough Neagh Peripherals,309443,360180,309443 360180,Discharge Point Coordinates,,,,,,,
SP002023025,Ballybogy Road Ballycormick WwPS,,,To be Determined,UKGBNI1NE040405117,Burn Gushet River,294247,427188,294247 427188,Discharge Point Coordinates,,,,,,,
SP002903910,Millers Lane Glenavy WwPS,,,To be Determined,UKGBNI1NB030308208,Glenavy River,315623,373025,315623 373025,Discharge Point Coordinates,,,,,,,
SP002022464,Glebe Hill WwPS,,,To be Determined,UKGBNI1NB030308218,Cusher River (Tandragee),303526,345559,303526 345559,Discharge Point Coordinates,,,,,,,
CO004356853,Mullaghglass Newry FA CSO,,,To be Determined,Undefined,Undefined,306438,329821,306438 329821,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO000984123,Main Street Donaghmore CSO,,,To be Determined,UKGBNI1NB030308222,Torrent River,277231,365247,277231 365247,Discharge Point Coordinates,,,,,,,
CO003218111,Ballybrakes Ballymoney River 1 CSO,,,To be Determined,UKGBNI1NB030308221,Ballymoney River,294251,425194,294251 425194,Discharge Point Coordinates,,,,,,,
SP002021820,Lederg WwPS,,,To be Determined,Undefined,Undefined,283172,362624,283172 362624,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO003218135,Ballybrakes Ballymoney River 3 CSO,,,To be Determined,UKGBNI1NB030308221,Ballymoney River,294251,425194,294251 425194,Discharge Point Coordinates,,,,,,,
CO004356752,Maghera Down FA CSO,,,To be Determined,Undefined,Undefined,337132,334428,337132 334428,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO004356822,Letterbin FA CSO,,,To be Determined,Undefined,Undefined,234536,383045,234536 383045,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO000984760,Bushmills Road Portrush CSO,,,To be Determined,GBNI8NE013,Bush,286278,440197,286278 440197,Discharge Point Coordinates,,,,,,,
SP002021793,Edencrannon River TPS,,,To be Determined,UKGBNI1NB030308213,Oona Water (Killymaddy),272813,360928,272813 360928,Discharge Point Coordinates,,,,,,,
SP002022458,Beauwood WwPS,,,To be Determined,Undefined,Undefined,298942,348750,298942 348750,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO004357310,Tulnacross Road 44-46 FFT CSO,,,To be Determined,Undefined,Undefined,273231,379908,273231 379908,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO004356971,Strangford FFT CSO,,,To be Determined,Undefined,Undefined,359168,349139,359168 349139,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002022194,Ballyblagh WwPS,,,To be Determined,UKGBNI1NB030308239,Pound River,309348,357478,309348 357478,Discharge Point Coordinates,,,,,,,
SP002983258,Woodvale Dromara WwPS,,,To be Determined,Undefined,Undefined,328734,349536,328734 349536,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002022865,Crawford Park Manor WwPS,,,To be Determined,UKGBNI1NE040405046,Glynn River,337599,397058,337599 397058,Discharge Point Coordinates,,,,,,,
CO000984586,The Bridge Knock Road CSO,,,To be Determined,UKGBNI1NE040404004,Dervock River (Dervock),297713,431688,297713 431688,Discharge Point Coordinates,,,,,,,
CO004357190,Jonesborough South FFT CSO,,,To be Determined,Undefined,Undefined,306273,314816,306273 314816,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002021714,Hass Road WwPS,,,To be Determined,UKGBNI1NW020202018,River Roe (Limavady),269289,409357,269289 409357,Discharge Point Coordinates,,,,,,,
CO004357240,Carnanbane FFT CSO,,,To be Determined,Undefined,Undefined,266958,406690,266958 406690,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO000984791,Railway View CSO,,,To be Determined,UKGBNI1NB030301069,Knockoneill River,287428,404329,287428 404329,Discharge Point Coordinates,,,,,,,
CO004356903,Drumsurn FA CSO,,,To be Determined,Undefined,Undefined,271695,417256,271695 417256,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO004357125,Victoria Bridge FFT CSO,,,To be Determined,Undefined,Undefined,235223,390588,235223 390588,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP004046369,Gransha Chase WwPS,,,To be Determined,Undefined,Undefined,341983,373241,341983 373241,Discharge Point Coordinates,,,,,,,
CO004357199,Aghanloo FFT CSO,,,To be Determined,Undefined,Undefined,267226,426472,267226 426472,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002022264,Manor Park Bangor WwPS,,,To be Determined,GBNI8NE025,Belfast Lough,349001,380812,349001 380812,Discharge Point Coordinates,,,,,,,
SP002022629,Whitecross One WwPS,,,To be Determined,UKGBNI1NB030308113,Whitecross River,298796,331737,298796 331737,Discharge Point Coordinates,,,,,,,
SP003451320,Ballougry Hill Road Killea WwPS,,,To be Determined,UKGBNI1NW010103062,Carrigans River,238728,414598,238728 414598,Discharge Point Coordinates,,,,,,,
CO004357304,Caledon FFT CSO,,,To be Determined,Undefined,Undefined,275922,345415,275922 345415,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002022209,The Glen WwPS,,,To be Determined,UKGBNI1NB030308243,Lough Neagh Peripherals,310165,363447,310165 363447,Discharge Point Coordinates,,,,,,,
CO004356828,Park FA CSO,,,To be Determined,UKGBNI1NW020204033,River Faughan (Park),259135,402283,259135 402283,Discharge Point Coordinates,,,,,,,
SP003288301,Lower Doaghs Magilligan TPS,,,To be Determined,GBNI8NW016,Roe,266645,437429,266645 437429,Discharge Point Coordinates,,,,,,,
SP003323706,Moss Road Ballygowan WwPS,,,To be Determined,UKGBNI1NE050504057,Blackwater (Ards) River,343624,363395,343624 363395,Discharge Point Coordinates,,,,,,,
SP003043596,Glassdrumman Road Annalong WwPS,,,To be Determined,GBNI8NE043,South Down,337809,323108,337809 323108,Discharge Point Coordinates,,,,,,,
SP003408112,Church Way WwPS,,,To be Determined,Undefined,Undefined,285997,407662,285997 407662,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO004357050,Procklis FFT CSO,,,To be Determined,Undefined,Undefined,306186,396059,306186 396059,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO004356892,Arney St Marys FA CSO,,,To be Determined,Undefined,Undefined,221212,337858,221212 337858,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO004356988,Ringneill FFT CSO,,,To be Determined,Undefined,Undefined,350204,365795,350204 365795,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002021972,Derrylin IPS,,,To be Determined,UKGBNI1NW363602063,Upper Lough Erne,228278,327074,228278 327074,Discharge Point Coordinates,,,,,,,
SP002022941,Mettican WwPS,,,To be Determined,UKGBNI1NB030301224,Mettican River,284040,417124,284040 417124,Discharge Point Coordinates,,,,,,,
CO004357331,Edenderry Tyrone FFT CSO,,,To be Determined,Undefined,Undefined,248995,370158,248995 370158,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO004356977,Drumaness FFT CSO,,,To be Determined,Undefined,Undefined,339854,348677,339854 348677,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002021751,Tullynamallogue WwPS,,,To be Determined,UKGBNI1NB030307044,Callan River (Milford),285451,336034,285451 336034,Discharge Point Coordinates,,,,,,,
CO004357097,Loughgall FFT CSO,,,To be Determined,Undefined,Undefined,289748,352251,289748 352251,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002022000,Drumlaghy WwPS,,,To be Determined,UKGBNI1NW363601049,Florencecourt River,219262,335633,219262 335633,Discharge Point Coordinates,,,,,,,
CO004357182,Kinawley FFT CSO,,,To be Determined,Undefined,Undefined,223190,330724,223190 330724,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP004046413,Ollar Valley WwPS,,,To be Determined,UKGBNI1NB030305204,Six Mile Water (Ballyclare),327614,389760,327614 389760,Discharge Point Coordinates,,,,,,,
SP002021893,Walworth WwPS,,,To be Determined,GBNI8NW018,Roe,261279,422541,261279 422541,Discharge Point Coordinates,,,,,,,
SP002022099,Beragh Main Street WwPS,,,To be Determined,UKGBNI1NW010102035,Cloghfin River (Beragh),254624,367331,254624 367331,Discharge Point Coordinates,,,,,,,
CO000984724,Hanover Square CSO,,,To be Determined,UKGBNI1NB030304136,Ballinderry River (Coagh),289115,378759,289115 378759,Discharge Point Coordinates,,,,,,,
SP003355717,Weavers Lodge Hamiltonsbawn WwPS,,,To be Determined,UKGBNI1NB030308110,Ballybay River,295047,344571,295047 344571,Discharge Point Coordinates,,,,,,,
SP002021881,Dunboyne Park WwPS,,,To be Determined,UKGBNI1NW020203030,Muff River,252222,420005,252222 420005,Discharge Point Coordinates,,,,,,,
SP002021750,Grange Richhill WwPS,,,To be Determined,UKGBNI1NB030308224,Tall River (Rich Hill),294719,348356,294719 348356,Discharge Point Coordinates,,,,,,,
CO004356765,Ballyvoy FA CSO,,,To be Determined,Undefined,Undefined,315173,440525,315173 440525,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO000984542,Main Street Moira CSO,,,To be Determined,UKGBNI1NE050505127,River Lagan (Lisburn),315251,361185,315251 361185,Discharge Point Coordinates,,,,,,,
SP002023009,Riverview Upperlands WwPS,,,To be Determined,UKGBNI1NB030301069,Knockoneill River,287251,404433,287251 404433,Discharge Point Coordinates,,,,,,,
SP002021665,Ballygawley Nursery WwPS,,,To be Determined,UKGBNI1NB030307175,Ballygawley Water,262939,357316,262939 357316,Discharge Point Coordinates,,,,,,,
CO004357282,Markethill FFT CSO,,,To be Determined,Undefined,Undefined,297210,339702,297210 339702,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002021797,Newmills Farlough WwPS,,,To be Determined,UKGBNI1NB030308222,Torrent River,281603,367664,281603 367664,Discharge Point Coordinates,,,,,,,
SP002021846,Killeter Speerholme WwPS,,,To be Determined,UKGBNI1NW010102094,Derg River (Killeter),220657,380657,220657 380657,Discharge Point Coordinates,,,,,,,
SP002581629,Derryloiste Meadows WwPS,,,To be Determined,UKGBNI1NB030308243,Lough Neagh Peripherals,298753,362582,298753 362582,Discharge Point Coordinates,,,,,,,
CO000984555,Lord Lurgan Park CSO,,,To be Determined,UKGBNI1NB030308243,Lough Neagh Peripherals,307997,359340,307997 359340,Discharge Point Coordinates,,,,,,,
CO000984583,Magheramenagh CSO,,,To be Determined,Undefined,Undefined,286048,439181,286048 439181,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO004357110,Tattysallagh FFT CSO,,,To be Determined,Undefined,Undefined,238983,367833,238983 367833,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO004357196,Meigh FFT CSO,,,To be Determined,Undefined,Undefined,305745,319941,305745 319941,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002022427,Ballintaggart WwPS,,,To be Determined,Undefined,Undefined,298330,352231,298330 352231,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO004357244,Diamond Road 73-79 FFT CSO,,,To be Determined,Undefined,Undefined,321203,351160,321203 351160,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO004395310,Drumnakilly FFT CSO,,,To be Determined,Undefined,Undefined,252836,372815,252836 372815,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002022034,Dickies Yard WwPS,,,To be Determined,Undefined,Undefined,224005,358114,224005 358114,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002022962,Clarehill FEPS,,,To be Determined,UKGBNI1NB030301213,Aghadowey River,287667,421988,287667 421988,Discharge Point Coordinates,,,,,,,
SP002022435,Foxs Glen WwPS,,,To be Determined,UKGBNI1NB030308243,Lough Neagh Peripherals,308215,360171,308215 360171,Discharge Point Coordinates,,,,,,,
SP002022086,Fintona Two WwPS,,,To be Determined,UKGBNI1NW010104049,Quiggery Water,244138,361319,244138 361319,Discharge Point Coordinates,,,,,,,
CO004357054,Glenoe FFT CSO,,,To be Determined,Undefined,Undefined,339678,397066,339678 397066,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO004357155,Cladymore FFT CSO,,,To be Determined,Undefined,Undefined,294074,335415,294074 335415,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO004400832,Drumsesk Header Tank Rostrevor,,,To be Determined,GBNI8NB048,Carlingford and Newry,316872,318254,316872 318254,Discharge Point Coordinates,,,,,,,
CO004356878,Carrickmore FA CSO,,,To be Determined,Undefined,Undefined,261770,371523,261770 371523,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO004357134,Gortaclady Cottages FFT CSO,,,To be Determined,Undefined,Undefined,269365,377262,269365 377262,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO003103444,Balfour Avenue CSO,,,To be Determined,UKGBNI6NE080,Belfast Lough Outer,347589,391615,347589 391615,Discharge Point Coordinates,,,,,,,
CO000984572,Millburn Road CSO,,,To be Determined,Undefined,Undefined,284828,432674,284828 432674,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO004356815,Cullaville FA CSO,,,To be Determined,Undefined,Undefined,288904,313180,288904 313180,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO004357254,Gosheden Two FFT CSO,,,To be Determined,Undefined,Undefined,249133,410915,249133 410915,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002022029,Ederney Bridge WwPS,,,To be Determined,Undefined,Undefined,222161,365102,222161 365102,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002022619,Creamery Road Carran WwPS,,,To be Determined,UKGBNI1NB060608250,Fane River (Ballynacarry),291543,315906,291543 315906,Discharge Point Coordinates,,,,,,,
CO004357088,Springhill Road One FFT CSO,,,To be Determined,Undefined,Undefined,287152,381952,287152 381952,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002021876,Glenedra Road WwPS,,,To be Determined,UKGBNI1NW020202023,Owenbeg River,263081,405013,263081 405013,Discharge Point Coordinates,,,,,,,
CO004356857,Maghaberry FA CSO,,,To be Determined,Undefined,Undefined,318335,362959,318335 362959,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO004356884,Greysteel FA CSO,,,To be Determined,Undefined,Undefined,257151,421226,257151 421226,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO004357210,Galbally FFT CSO,,,To be Determined,Undefined,Undefined,272366,366319,272366 366319,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO004357138,Lawrencetown FFT CSO,,,To be Determined,Undefined,Undefined,309801,349104,309801 349104,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO004357226,Douglas Bridge FFT CSO,,,To be Determined,Undefined,Undefined,236943,390067,236943 390067,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO004357121,Tempo Edenmore FFT CSO,,,To be Determined,Undefined,Undefined,235110,347487,235110 347487,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002022429,Dobbin WwPS,,,To be Determined,UKGBNI1NB030308110,Ballybay River,297458,350949,297458 350949,Discharge Point Coordinates,,,,,,,
SP002021844,Erganagh Strabane Road WwPS,,,To be Determined,UKGBNI1NW010102095,Derg River (Millbrook),229126,385276,229126 385276,Discharge Point Coordinates,,,,,,,
SP002021806,Shanoch WwPS,,,To be Determined,UKGBNI1NB030308222,Torrent River,283629,367676,283629 367676,Discharge Point Coordinates,,,,,,,
CO004357273,Ballycassidy FFT CSO,,,To be Determined,Undefined,Undefined,222984,350890,222984 350890,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO004357202,Maghaberry FFT CSO,,,To be Determined,Undefined,Undefined,318336,362960,318336 362960,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002022649,Fourtowns Manor WwPS,,,To be Determined,UKGBNI1NB030302159,Ahoghill Burn,305155,401899,305155 401899,Discharge Point Coordinates,,,,,,,
CO004357302,Soldierstown FFT CSO,,,To be Determined,Undefined,Undefined,315213,362951,315213 362951,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO004356770,Cargan FA CSO,,,To be Determined,Undefined,Undefined,316545,417009,316545 417009,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002021762,Clonmore Road Mullenakill South WwPS,,,To be Determined,UKGBNI1NB030307129,Tall River (Derrycrew),288522,360779,288522 360779,Discharge Point Coordinates,,,,,,,
SP002022980,Drumnafivey WwPS,,,To be Determined,UKGBNI1NE040404051,Bush River (Stranocum),302584,429197,302584 429197,Discharge Point Coordinates,,,,,,,
SP002022325,Shaftesbury Road WwPS,,,To be Determined,GBNI8NE025,Belfast Lough,349027,381077,349027 381077,Discharge Point Coordinates,,,,,,,
CO004357236,Garvetagh FFT CSO,,,To be Determined,Undefined,Undefined,227269,382200,227269 382200,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002022178,Bannview Heights WwPS,,,To be Determined,UKGBNI1NB030308256,River Bann (Gilford),312529,347044,312529 347044,Discharge Point Coordinates,,,,,,,
CO000984067,Baragh Road Ballinamallard CSO,,,To be Determined,UKGBNI1NW363601042,Ballinamallard River (Ballinamallard),226191,352833,226191 352833,Discharge Point Coordinates,,,,,,,
SP004272760,Belmont Hall Antrim WwPS,,,To be Determined,UKGBNI1NB030305122,Six mile Water (Antrim),315027,385759,315027 385759,Discharge Point Coordinates,,,,,,,
CO000984628,Bresagh FFT CSO,,,To be Determined,UKGBNI1NE050503071,Ravernet Tributary,333993,358947,333993 358947,Discharge Point Coordinates,,,,,,,
SP004166126,Ballintoy Antrim TPS,,,To be Determined,GBNI8NE060,Bush,304564,444964,304564 444964,Discharge Point Coordinates,,,,,,,
SP002022070,Killens Wood WwPS,,,To be Determined,UKGBNI1NW010104070,Drumnakilly Burn,253327,377917,253327 377917,Discharge Point Coordinates,,,,,,,
CO004357047,Martinstown FFT CSO,,,To be Determined,Undefined,Undefined,313535,414198,313535 414198,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO004357012,Ballybogy FFT CSO,,,To be Determined,Undefined,Undefined,292275,432311,292275 432311,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002022388,Castle Meadows WwPS,,,To be Determined,UKGBNI1NB030308256,River Bann (Gilford),306865,348505,306865 348505,Discharge Point Coordinates,,,,,,,
CO000984117,Metal Bridge CSO,,,To be Determined,UKGBNI1NB030308222,Torrent River,283662,365645,283662 365645,Discharge Point Coordinates,,,,,,,
CO000984543,Acton FFT CSO,,,To be Determined,UKGBNI1NB060604048,Newry Canal,305902,341187,305902 341187,Discharge Point Coordinates,,,,,,,
SP002021901,Foyle Avenue WwPS,,,To be Determined,GBNI8NW019,Roe,256801,421218,256801 421218,Discharge Point Coordinates,,,,,,,
CO004357209,Katesbridge FFT CSO,,,To be Determined,Undefined,Undefined,320781,340693,320781 340693,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO004356887,Castlederg FA CSO,,,To be Determined,Undefined,Undefined,227256,384442,227256 384442,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002021800,Derry Row WwPS,,,To be Determined,UKGBNI1NB030308222,Torrent River,283390,366623,283390 366623,Discharge Point Coordinates,,,,,,,
SP002021662,Shanmulla Woods WwPS,,,To be Determined,UKGBNI1NB030308203,River Blackwater (Argory),284689,352563,284689 352563,Discharge Point Coordinates,,,,,,,
SP002021675,Derryvale Torrent WwPS,,,To be Determined,UKGBNI1NB030308222,Torrent River,282682,366344,282682 366344,Discharge Point Coordinates,,,,,,,
SP002941552,Artasooly Maydown TPS,,,To be Determined,UKGBNI1NB030307043,River Blackwater (Benburb),281990,350153,281990 350153,Discharge Point Coordinates,,,,,,,
CO004400814,Drumsesk Road Rostrevor,,,To be Determined,GBNI8NB048,Carlingford and Newry,316915,318395,316915 318395,Discharge Point Coordinates,,,,,,,
CO004356896,Aughnacloy FA CSO,,,To be Determined,Undefined,Undefined,266393,351870,266393 351870,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO004356876,Kilcoo FA CSO,,,To be Determined,UKGBNI1NB030308188,Muddock River,328408,333632,328408 333632,Discharge Point Coordinates,,,,,,,
CO004357325,Mountnorris FFT CSO,,,To be Determined,Undefined,Undefined,299746,334828,299746 334828,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002021854,Clogher Tenements WwPS,,,To be Determined,UKGBNI1NB030307238,Fury River,254594,352208,254594 352208,Discharge Point Coordinates,,,,,,,
SP002966734,Milltown Road Benburb WwPS,,,To be Determined,UKGBNI1NB030307043,River Blackwater (Benburb),280360,351690,280360 351690,Discharge Point Coordinates,,,,,,,
CO004356969,Ballycranbeg FFT CSO,,,To be Determined,Undefined,Undefined,361583,359349,361583 359349,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO004356825,Tamnamore FA CSO,,,To be Determined,Undefined,Undefined,287970,361054,287970 361054,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO004356907,Warrenpoint FA CSO,,,To be Determined,Undefined,Undefined,312978,319418,312978 319418,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO000984419,Greenview CSO,,,To be Determined,UKGBNI1NE050504066,Drumaness Tributary,339761,348701,339761 348701,Discharge Point Coordinates,,,,,,,
SP002864928,Stramore Road Loughans WwPS,,,To be Determined,UKGBNI1NB030308256,River Bann (Gilford),306219,348579,306219 348579,Discharge Point Coordinates,,,,,,,
SP002022027,Tullyhommond WwPS,,,To be Determined,UKGBNI1NW363604064,Termon River (Pettigoe),211446,366468,211446 366468,Discharge Point Coordinates,,,,,,,
CO004357009,Rasharkin FFT CSO,,,To be Determined,Undefined,Undefined,296485,413289,296485 413289,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002022799,Glen River Park WwPS,,,To be Determined,UKGBNI1NB030308208,Glenavy River,315557,373456,315557 373456,Discharge Point Coordinates,,,,,,,
SP002021949,Dunnalong Road WwPS,,,To be Determined,GBNI8NW022,Burn Dennet and Foyle,239280,410530,239280 410530,Discharge Point Coordinates,,,,,,,
CO004357126,Cullaville FFT CSO,,,To be Determined,Undefined,Undefined,288905,313181,288905 313181,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO004357104,Mountjoy Killinure FFT CSO,,,To be Determined,Undefined,Undefined,242634,378063,242634 378063,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002021887,Courtauld Way Two WwPS,,,To be Determined,Undefined,Undefined,250914,421122,250914 421122,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
SP002022565,Rostrevor Road WwPS,,,To be Determined,Undefined,Undefined,321272,328423,321272 328423,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
CO004356767,Cushendall FA CSO,,,To be Determined,Undefined,Undefined,324367,427146,324367 427146,Coordinates of Asset (Discharge Point Unavailable),,,,,,,
